County,State,state_county,County Code,date,AQI
hampshire,massachusetts,massachusetts_hampshire,25015,2019-03-12,48.01139676570892
middlesex,massachusetts,massachusetts_middlesex,25017,2019-03-12,34.83743414282799
norfolk,massachusetts,massachusetts_norfolk,25021,2019-03-12,33.382781192660325
plymouth,massachusetts,massachusetts_plymouth,25023,2019-03-12,34.854701802134514
suffolk,massachusetts,massachusetts_suffolk,25025,2019-03-12,45.265907287597656
worcester,massachusetts,massachusetts_worcester,25027,2019-03-12,40.098239302635186
tuscola,michigan,michigan_tuscola,26157,2019-03-12,31.87264347076416
washtenaw,michigan,michigan_washtenaw,26161,2019-03-12,32.062653824687004
desoto,mississippi,mississippi_desoto,28033,2019-03-12,23.59158025681972
forrest,mississippi,mississippi_forrest,28035,2019-03-12,22.658745050430298
hancock,mississippi,mississippi_hancock,28045,2019-03-12,21.294206947088238
harrison,mississippi,mississippi_harrison,28047,2019-03-12,26.5296323299408
hinds,mississippi,mississippi_hinds,28049,2019-03-12,34.33676716685295
jackson,mississippi,mississippi_jackson,28059,2019-03-12,24.57306168973445
lauderdale,mississippi,mississippi_lauderdale,28075,2019-03-12,34.57657364010811
lee,mississippi,mississippi_lee,28081,2019-03-12,37.61559426784515
buchanan,missouri,missouri_buchanan,29021,2019-03-12,18.352357089519504
cass,missouri,missouri_cass,29037,2019-03-12,12.312050461769106
clay,missouri,missouri_clay,29047,2019-03-12,14.35422733426094
franklin,missouri,missouri_franklin,29071,2019-03-12,12.341456055641176
greene,missouri,missouri_greene,29077,2019-03-12,15.624087631702421
jackson,missouri,missouri_jackson,29095,2019-03-12,29.49723765254021
jasper,missouri,missouri_jasper,29097,2019-03-12,11.921757131814957
jefferson,missouri,missouri_jefferson,29099,2019-03-12,14.52774265408516
st._louis_city,missouri,missouri_st._louis_city,29510,2019-03-12,35.852643996477134
cascade,montana,montana_cascade,30013,2019-03-12,18.502934858202934
flathead,montana,montana_flathead,30029,2019-03-12,59.64269694685936
lewis_and_clark,montana,montana_lewis_and_clark,30049,2019-03-12,69.69740051031114
missoula,montana,montana_missoula,30063,2019-03-12,70.23624527454376
ravalli,montana,montana_ravalli,30081,2019-03-12,52.78237760066986
silver_bow,montana,montana_silver_bow,30093,2019-03-12,60.53672254085541
yellowstone,montana,montana_yellowstone,30111,2019-03-12,22.895858734846115
douglas,nebraska,nebraska_douglas,31055,2019-03-12,32.36942595243453
hall,nebraska,nebraska_hall,31079,2019-03-12,21.425320208072666
lancaster,nebraska,nebraska_lancaster,31109,2019-03-12,22.49296087026596
sarpy,nebraska,nebraska_sarpy,31153,2019-03-12,27.73449897766113
scotts_bluff,nebraska,nebraska_scotts_bluff,31157,2019-03-12,30.26303151249886
washoe,nevada,nevada_washoe,32031,2019-03-12,52.815126955509186
grafton,new_hampshire,new_hampshire_grafton,33009,2019-03-12,34.431618690490716
atlantic,new_jersey,new_jersey_atlantic,34001,2019-03-12,32.824560463428504
bergen,new_jersey,new_jersey_bergen,34003,2019-03-12,30.50997814536095
camden,new_jersey,new_jersey_camden,34007,2019-03-12,38.30085742473602
cumberland,new_jersey,new_jersey_cumberland,34011,2019-03-12,34.907332345843315
essex,new_jersey,new_jersey_essex,34013,2019-03-12,36.479171425104134
gloucester,new_jersey,new_jersey_gloucester,34015,2019-03-12,40.61963918805122
hudson,new_jersey,new_jersey_hudson,34017,2019-03-12,37.2688025534153
hunterdon,new_jersey,new_jersey_hunterdon,34019,2019-03-12,31.47132635116577
mercer,new_jersey,new_jersey_mercer,34021,2019-03-12,38.374278157949455
middlesex,new_jersey,new_jersey_middlesex,34023,2019-03-12,32.293635487556465
monmouth,new_jersey,new_jersey_monmouth,34025,2019-03-12,42.32611140608787
morris,new_jersey,new_jersey_morris,34027,2019-03-12,12.78291067481041
ocean,new_jersey,new_jersey_ocean,34029,2019-03-12,43.379664555192
passaic,new_jersey,new_jersey_passaic,34031,2019-03-12,44.597610503435135
union,new_jersey,new_jersey_union,34039,2019-03-12,34.163881599903114
warren,new_jersey,new_jersey_warren,34041,2019-03-12,35.6106908917427
lea,new_mexico,new_mexico_lea,35025,2019-03-12,34.26904393732547
san_juan,new_mexico,new_mexico_san_juan,35045,2019-03-12,40.596202179789536
sandoval,new_mexico,new_mexico_sandoval,35043,2019-03-12,34.37128365039825
albany,new_york,new_york_albany,36001,2019-03-12,41.63270902633667
bronx,new_york,new_york_bronx,36005,2019-03-12,38.117709696292884
chautauqua,new_york,new_york_chautauqua,36013,2019-03-12,36.08740389347077
dutchess,new_york,new_york_dutchess,36027,2019-03-12,38.266781270504
erie,new_york,new_york_erie,36029,2019-03-12,35.71687376499175
essex,new_york,new_york_essex,36031,2019-03-12,36.636339828372
franklin,new_york,new_york_franklin,36033,2019-03-12,1.8323610574007032
kings,new_york,new_york_kings,36047,2019-03-12,35.80446052551269
monroe,new_york,new_york_monroe,36055,2019-03-12,33.71216827630997
nassau,new_york,new_york_nassau,36059,2019-03-12,13.590641021728516
new_york,new_york,new_york_new_york,36061,2019-03-12,38.14228114485741
niagara,new_york,new_york_niagara,36063,2019-03-12,31.58340099453926
oneida,new_york,new_york_oneida,36065,2019-03-12,26.51110035181045
onondaga,new_york,new_york_onondaga,36067,2019-03-12,25.164645627141
orange,new_york,new_york_orange,36071,2019-03-12,37.99057579040527
oswego,new_york,new_york_oswego,36075,2019-03-12,36.144277274608605
putnam,new_york,new_york_putnam,36079,2019-03-12,37.147048473358154
queens,new_york,new_york_queens,36081,2019-03-12,38.311244368553155
richmond,new_york,new_york_richmond,36085,2019-03-12,31.01366227865219
rockland,new_york,new_york_rockland,36087,2019-03-12,37.491498231887824
saratoga,new_york,new_york_saratoga,36091,2019-03-12,35.36979857087135
steuben,new_york,new_york_steuben,36101,2019-03-12,25.091828748583797
suffolk,new_york,new_york_suffolk,36103,2019-03-12,37.361401557922356
tompkins,new_york,new_york_tompkins,36109,2019-03-12,36.763827085495
westchester,new_york,new_york_westchester,36119,2019-03-12,34.457848072052
beaufort,north_carolina,north_carolina_beaufort,37013,2019-03-12,5.718114465475082
brunswick,north_carolina,north_carolina_brunswick,37019,2019-03-12,3.606362454593181
buncombe,north_carolina,north_carolina_buncombe,37021,2019-03-12,14.360720157623293
catawba,north_carolina,north_carolina_catawba,37035,2019-03-12,15.956815883517265
cumberland,north_carolina,north_carolina_cumberland,37051,2019-03-12,19.333501279354092
davidson,north_carolina,north_carolina_davidson,37057,2019-03-12,23.473081827163693
durham,north_carolina,north_carolina_durham,37063,2019-03-12,38.067763984203346
edgecombe,north_carolina,north_carolina_edgecombe,37065,2019-03-12,11.82035182416439
guilford,north_carolina,north_carolina_guilford,37081,2019-03-12,18.51445615291595
haywood,north_carolina,north_carolina_haywood,37087,2019-03-12,13.514807745814323
jackson,north_carolina,north_carolina_jackson,37099,2019-03-12,37.67349848151207
johnston,north_carolina,north_carolina_johnston,37101,2019-03-12,23.709624767303467
macon,north_carolina,north_carolina_macon,37113,2019-03-12,35.90360698103905
mecklenburg,north_carolina,north_carolina_mecklenburg,37119,2019-03-12,35.10405141115189
new_hanover,north_carolina,north_carolina_new_hanover,37129,2019-03-12,13.61544281244278
person,north_carolina,north_carolina_person,37145,2019-03-12,7.638063132762909
pitt,north_carolina,north_carolina_pitt,37147,2019-03-12,21.98807001113892
rowan,north_carolina,north_carolina_rowan,37159,2019-03-12,36.27006494998932
wake,north_carolina,north_carolina_wake,37183,2019-03-12,39.09567549824714
burleigh,north_dakota,north_dakota_burleigh,38015,2019-03-12,44.18862330913544
cass,north_dakota,north_dakota_cass,38017,2019-03-12,36.360621452331536
adams,ohio,ohio_adams,39001,2019-03-12,12.497391402721407
allen,ohio,ohio_allen,39003,2019-03-12,6.927825927734375
ashtabula,ohio,ohio_ashtabula,39007,2019-03-12,2.852347463369369
athens,ohio,ohio_athens,39009,2019-03-12,23.53587353229523
belmont,ohio,ohio_belmont,39013,2019-03-12,16.420890480279922
butler,ohio,ohio_butler,39017,2019-03-12,36.880063056945794
clark,ohio,ohio_clark,39023,2019-03-12,20.980478942394253
clermont,ohio,ohio_clermont,39025,2019-03-12,27.83035659790039
clinton,ohio,ohio_clinton,39027,2019-03-12,43.59130871295929
columbiana,ohio,ohio_columbiana,39029,2019-03-12,19.573934078216556
cuyahoga,ohio,ohio_cuyahoga,39035,2019-03-12,55.12951523065567
fayette,ohio,ohio_fayette,39047,2019-03-12,32.84337818622589
franklin,ohio,ohio_franklin,39049,2019-03-12,38.389063090085976
geauga,ohio,ohio_geauga,39055,2019-03-12,45.57681739330291
greene,ohio,ohio_greene,39057,2019-03-12,39.592217087745674
hamilton,ohio,ohio_hamilton,39061,2019-03-12,32.53044340014457
jefferson,ohio,ohio_jefferson,39081,2019-03-12,39.30321589112282
lake,ohio,ohio_lake,39085,2019-03-12,25.73077666759491
lawrence,ohio,ohio_lawrence,39087,2019-03-12,19.07427580654621
lorain,ohio,ohio_lorain,39093,2019-03-12,31.07015192508698
lucas,ohio,ohio_lucas,39095,2019-03-12,29.23789748549461
mahoning,ohio,ohio_mahoning,39099,2019-03-12,18.945743262767788
medina,ohio,ohio_medina,39103,2019-03-12,17.475099563598633
miami,ohio,ohio_miami,39109,2019-03-12,42.26834619045258
montgomery,ohio,ohio_montgomery,39113,2019-03-12,24.90998336672783
portage,ohio,ohio_portage,39133,2019-03-12,43.597818464040756
scioto,ohio,ohio_scioto,39145,2019-03-12,12.86306482553482
stark,ohio,ohio_stark,39151,2019-03-12,21.468296200037
summit,ohio,ohio_summit,39153,2019-03-12,37.2890808582306
trumbull,ohio,ohio_trumbull,39155,2019-03-12,20.476932525634766
warren,ohio,ohio_warren,39165,2019-03-12,22.99523019790649
washington,ohio,ohio_washington,39167,2019-03-12,42.56559035181999
wood,ohio,ohio_wood,39173,2019-03-12,42.61977282166481
canadian,oklahoma,oklahoma_canadian,40017,2019-03-12,28.40320247411728
carter,oklahoma,oklahoma_carter,40019,2019-03-12,38.08566665649414
cleveland,oklahoma,oklahoma_cleveland,40027,2019-03-12,32.5956848859787
comanche,oklahoma,oklahoma_comanche,40031,2019-03-12,31.87955951690675
creek,oklahoma,oklahoma_creek,40037,2019-03-12,29.890011548995968
kay,oklahoma,oklahoma_kay,40071,2019-03-12,25.332677990198132
mayes,oklahoma,oklahoma_mayes,40097,2019-03-12,5.96300983428955
muskogee,oklahoma,oklahoma_muskogee,40101,2019-03-12,16.897451609373093
oklahoma,oklahoma,oklahoma_oklahoma,40109,2019-03-12,36.603129670023925
osage,oklahoma,oklahoma_osage,40113,2019-03-12,34.784077376127236
pittsburg,oklahoma,oklahoma_pittsburg,40121,2019-03-12,34.37197178602218
sequoyah,oklahoma,oklahoma_sequoyah,40135,2019-03-12,37.268956661224365
tulsa,oklahoma,oklahoma_tulsa,40143,2019-03-12,36.7536044716835
lane,oregon,oregon_lane,41039,2019-03-12,75.56676483154297
adams,pennsylvania,pennsylvania_adams,42001,2019-03-12,30.02227703481913
allegheny,pennsylvania,pennsylvania_allegheny,42003,2019-03-12,41.23797702789306
centre,pennsylvania,pennsylvania_centre,42027,2019-03-12,36.145244807004936
elk,pennsylvania,pennsylvania_elk,42047,2019-03-12,36.00442457199097
mercer,pennsylvania,pennsylvania_mercer,42085,2019-03-12,37.58554919064046
somerset,pennsylvania,pennsylvania_somerset,42111,2019-03-12,35.564063966274254
kent,rhode_island,rhode_island_kent,44003,2019-03-12,42.68487387895585
providence,rhode_island,rhode_island_providence,44007,2019-03-12,45.393209159374244
washington,rhode_island,rhode_island_washington,44009,2019-03-12,21.5121828019619
aiken,south_carolina,south_carolina_aiken,45003,2019-03-12,34.48034638166428
anderson,south_carolina,south_carolina_anderson,45007,2019-03-12,30.74813541769981
berkeley,south_carolina,south_carolina_berkeley,45015,2019-03-12,31.407349795103073
charleston,south_carolina,south_carolina_charleston,45019,2019-03-12,26.677359402179718
chesterfield,south_carolina,south_carolina_chesterfield,45025,2019-03-12,23.459210246801376
colleton,south_carolina,south_carolina_colleton,45029,2019-03-12,34.32475852966309
darlington,south_carolina,south_carolina_darlington,45031,2019-03-12,42.1324646472931
florence,south_carolina,south_carolina_florence,45041,2019-03-12,47.7264484167099
georgetown,south_carolina,south_carolina_georgetown,45043,2019-03-12,10.385815680027008
greenville,south_carolina,south_carolina_greenville,45045,2019-03-12,39.48785734176636
horry,south_carolina,south_carolina_horry,45051,2019-03-12,40.3201676607132
lexington,south_carolina,south_carolina_lexington,45063,2019-03-12,17.921149849891666
oconee,south_carolina,south_carolina_oconee,45073,2019-03-12,37.70826083421707
pickens,south_carolina,south_carolina_pickens,45077,2019-03-12,37.097046941518784
richland,south_carolina,south_carolina_richland,45079,2019-03-12,39.18274998664857
spartanburg,south_carolina,south_carolina_spartanburg,45083,2019-03-12,24.558852285146713
york,south_carolina,south_carolina_york,45091,2019-03-12,35.112536668777466
anderson,tennessee,tennessee_anderson,47001,2019-03-12,3.886412590742111
blount,tennessee,tennessee_blount,47009,2019-03-12,39.145186185836785
claiborne,tennessee,tennessee_claiborne,47025,2019-03-12,37.704450309276574
