"Notes"	"County"	"County Code"	"Month"	"Month Code"	Deaths	Population	Crude Rate	% of Total Deaths
	"Etowah County, AL"	"01055"	"Aug., 2009"	"2009/08"	12	Not Applicable	Not Applicable	0.0%
	"Etowah County, AL"	"01055"	"Oct., 2009"	"2009/10"	17	Not Applicable	Not Applicable	0.0%
	"Etowah County, AL"	"01055"	"Nov., 2009"	"2009/11"	12	Not Applicable	Not Applicable	0.0%
	"Etowah County, AL"	"01055"	"Dec., 2009"	"2009/12"	15	Not Applicable	Not Applicable	0.0%
	"Houston County, AL"	"01069"	"Apr., 2009"	"2009/04"	10	Not Applicable	Not Applicable	0.0%
	"Jackson County, AL"	"01071"	"Jan., 2009"	"2009/01"	11	Not Applicable	Not Applicable	0.0%
	"Jackson County, AL"	"01071"	"Apr., 2009"	"2009/04"	12	Not Applicable	Not Applicable	0.0%
	"Jackson County, AL"	"01071"	"Jun., 2009"	"2009/06"	10	Not Applicable	Not Applicable	0.0%
	"Jefferson County, AL"	"01073"	"Jan., 2009"	"2009/01"	44	Not Applicable	Not Applicable	0.0%
	"Jefferson County, AL"	"01073"	"Feb., 2009"	"2009/02"	34	Not Applicable	Not Applicable	0.0%
	"Jefferson County, AL"	"01073"	"Mar., 2009"	"2009/03"	53	Not Applicable	Not Applicable	0.0%
	"Jefferson County, AL"	"01073"	"Apr., 2009"	"2009/04"	53	Not Applicable	Not Applicable	0.0%
	"Jefferson County, AL"	"01073"	"May, 2009"	"2009/05"	47	Not Applicable	Not Applicable	0.0%
	"Jefferson County, AL"	"01073"	"Jun., 2009"	"2009/06"	39	Not Applicable	Not Applicable	0.0%
	"Jefferson County, AL"	"01073"	"Jul., 2009"	"2009/07"	47	Not Applicable	Not Applicable	0.0%
	"Jefferson County, AL"	"01073"	"Aug., 2009"	"2009/08"	41	Not Applicable	Not Applicable	0.0%
	"Jefferson County, AL"	"01073"	"Sep., 2009"	"2009/09"	59	Not Applicable	Not Applicable	0.0%
	"Jefferson County, AL"	"01073"	"Oct., 2009"	"2009/10"	47	Not Applicable	Not Applicable	0.0%
	"Jefferson County, AL"	"01073"	"Nov., 2009"	"2009/11"	58	Not Applicable	Not Applicable	0.0%
	"Jefferson County, AL"	"01073"	"Dec., 2009"	"2009/12"	54	Not Applicable	Not Applicable	0.0%
	"Lauderdale County, AL"	"01077"	"Mar., 2009"	"2009/03"	11	Not Applicable	Not Applicable	0.0%
	"Lauderdale County, AL"	"01077"	"Apr., 2009"	"2009/04"	17	Not Applicable	Not Applicable	0.0%
	"Lauderdale County, AL"	"01077"	"Jul., 2009"	"2009/07"	11	Not Applicable	Not Applicable	0.0%
	"Lauderdale County, AL"	"01077"	"Oct., 2009"	"2009/10"	12	Not Applicable	Not Applicable	0.0%
	"Lauderdale County, AL"	"01077"	"Nov., 2009"	"2009/11"	11	Not Applicable	Not Applicable	0.0%
	"Lauderdale County, AL"	"01077"	"Dec., 2009"	"2009/12"	13	Not Applicable	Not Applicable	0.0%
	"Lee County, AL"	"01081"	"Jan., 2009"	"2009/01"	10	Not Applicable	Not Applicable	0.0%
	"Lee County, AL"	"01081"	"Dec., 2009"	"2009/12"	12	Not Applicable	Not Applicable	0.0%
	"Madison County, AL"	"01089"	"Jan., 2009"	"2009/01"	14	Not Applicable	Not Applicable	0.0%
	"Madison County, AL"	"01089"	"Feb., 2009"	"2009/02"	20	Not Applicable	Not Applicable	0.0%
	"Madison County, AL"	"01089"	"Mar., 2009"	"2009/03"	22	Not Applicable	Not Applicable	0.0%
	"Madison County, AL"	"01089"	"Apr., 2009"	"2009/04"	29	Not Applicable	Not Applicable	0.0%
	"Madison County, AL"	"01089"	"May, 2009"	"2009/05"	19	Not Applicable	Not Applicable	0.0%
	"Madison County, AL"	"01089"	"Jun., 2009"	"2009/06"	30	Not Applicable	Not Applicable	0.0%
	"Madison County, AL"	"01089"	"Jul., 2009"	"2009/07"	14	Not Applicable	Not Applicable	0.0%
	"Madison County, AL"	"01089"	"Aug., 2009"	"2009/08"	23	Not Applicable	Not Applicable	0.0%
	"Madison County, AL"	"01089"	"Sep., 2009"	"2009/09"	21	Not Applicable	Not Applicable	0.0%
	"Madison County, AL"	"01089"	"Oct., 2009"	"2009/10"	28	Not Applicable	Not Applicable	0.0%
	"Madison County, AL"	"01089"	"Nov., 2009"	"2009/11"	20	Not Applicable	Not Applicable	0.0%
	"Madison County, AL"	"01089"	"Dec., 2009"	"2009/12"	27	Not Applicable	Not Applicable	0.0%
	"Marshall County, AL"	"01095"	"Jan., 2009"	"2009/01"	12	Not Applicable	Not Applicable	0.0%
	"Marshall County, AL"	"01095"	"Mar., 2009"	"2009/03"	16	Not Applicable	Not Applicable	0.0%
	"Marshall County, AL"	"01095"	"Apr., 2009"	"2009/04"	16	Not Applicable	Not Applicable	0.0%
	"Marshall County, AL"	"01095"	"Jul., 2009"	"2009/07"	10	Not Applicable	Not Applicable	0.0%
	"Marshall County, AL"	"01095"	"Oct., 2009"	"2009/10"	15	Not Applicable	Not Applicable	0.0%
	"Marshall County, AL"	"01095"	"Nov., 2009"	"2009/11"	12	Not Applicable	Not Applicable	0.0%
	"Marshall County, AL"	"01095"	"Dec., 2009"	"2009/12"	12	Not Applicable	Not Applicable	0.0%
	"Mobile County, AL"	"01097"	"Jan., 2009"	"2009/01"	27	Not Applicable	Not Applicable	0.0%
	"Mobile County, AL"	"01097"	"Feb., 2009"	"2009/02"	31	Not Applicable	Not Applicable	0.0%
	"Mobile County, AL"	"01097"	"Mar., 2009"	"2009/03"	30	Not Applicable	Not Applicable	0.0%
	"Mobile County, AL"	"01097"	"Apr., 2009"	"2009/04"	22	Not Applicable	Not Applicable	0.0%
	"Mobile County, AL"	"01097"	"May, 2009"	"2009/05"	32	Not Applicable	Not Applicable	0.0%
	"Mobile County, AL"	"01097"	"Jun., 2009"	"2009/06"	20	Not Applicable	Not Applicable	0.0%
	"Mobile County, AL"	"01097"	"Jul., 2009"	"2009/07"	27	Not Applicable	Not Applicable	0.0%
	"Mobile County, AL"	"01097"	"Aug., 2009"	"2009/08"	24	Not Applicable	Not Applicable	0.0%
	"Mobile County, AL"	"01097"	"Sep., 2009"	"2009/09"	30	Not Applicable	Not Applicable	0.0%
	"Mobile County, AL"	"01097"	"Oct., 2009"	"2009/10"	38	Not Applicable	Not Applicable	0.0%
	"Mobile County, AL"	"01097"	"Nov., 2009"	"2009/11"	25	Not Applicable	Not Applicable	0.0%
	"Mobile County, AL"	"01097"	"Dec., 2009"	"2009/12"	43	Not Applicable	Not Applicable	0.0%
	"Montgomery County, AL"	"01101"	"Jan., 2009"	"2009/01"	14	Not Applicable	Not Applicable	0.0%
	"Montgomery County, AL"	"01101"	"Feb., 2009"	"2009/02"	18	Not Applicable	Not Applicable	0.0%
	"Montgomery County, AL"	"01101"	"Mar., 2009"	"2009/03"	13	Not Applicable	Not Applicable	0.0%
	"Montgomery County, AL"	"01101"	"Apr., 2009"	"2009/04"	15	Not Applicable	Not Applicable	0.0%
	"Montgomery County, AL"	"01101"	"May, 2009"	"2009/05"	11	Not Applicable	Not Applicable	0.0%
	"Montgomery County, AL"	"01101"	"Jun., 2009"	"2009/06"	12	Not Applicable	Not Applicable	0.0%
	"Montgomery County, AL"	"01101"	"Jul., 2009"	"2009/07"	13	Not Applicable	Not Applicable	0.0%
	"Montgomery County, AL"	"01101"	"Aug., 2009"	"2009/08"	18	Not Applicable	Not Applicable	0.0%
	"Montgomery County, AL"	"01101"	"Sep., 2009"	"2009/09"	12	Not Applicable	Not Applicable	0.0%
	"Montgomery County, AL"	"01101"	"Oct., 2009"	"2009/10"	17	Not Applicable	Not Applicable	0.0%
	"Montgomery County, AL"	"01101"	"Nov., 2009"	"2009/11"	13	Not Applicable	Not Applicable	0.0%
	"Montgomery County, AL"	"01101"	"Dec., 2009"	"2009/12"	11	Not Applicable	Not Applicable	0.0%
	"Morgan County, AL"	"01103"	"Aug., 2009"	"2009/08"	13	Not Applicable	Not Applicable	0.0%
	"Morgan County, AL"	"01103"	"Oct., 2009"	"2009/10"	13	Not Applicable	Not Applicable	0.0%
	"Morgan County, AL"	"01103"	"Dec., 2009"	"2009/12"	10	Not Applicable	Not Applicable	0.0%
	"St. Clair County, AL"	"01115"	"Sep., 2009"	"2009/09"	10	Not Applicable	Not Applicable	0.0%
	"St. Clair County, AL"	"01115"	"Dec., 2009"	"2009/12"	14	Not Applicable	Not Applicable	0.0%
	"Shelby County, AL"	"01117"	"Jan., 2009"	"2009/01"	11	Not Applicable	Not Applicable	0.0%
	"Shelby County, AL"	"01117"	"Mar., 2009"	"2009/03"	11	Not Applicable	Not Applicable	0.0%
	"Shelby County, AL"	"01117"	"May, 2009"	"2009/05"	14	Not Applicable	Not Applicable	0.0%
	"Shelby County, AL"	"01117"	"Aug., 2009"	"2009/08"	13	Not Applicable	Not Applicable	0.0%
	"Shelby County, AL"	"01117"	"Dec., 2009"	"2009/12"	15	Not Applicable	Not Applicable	0.0%
	"Talladega County, AL"	"01121"	"Jan., 2009"	"2009/01"	10	Not Applicable	Not Applicable	0.0%
	"Talladega County, AL"	"01121"	"May, 2009"	"2009/05"	12	Not Applicable	Not Applicable	0.0%
	"Talladega County, AL"	"01121"	"Oct., 2009"	"2009/10"	16	Not Applicable	Not Applicable	0.0%
	"Tuscaloosa County, AL"	"01125"	"Jan., 2009"	"2009/01"	18	Not Applicable	Not Applicable	0.0%
	"Tuscaloosa County, AL"	"01125"	"Feb., 2009"	"2009/02"	17	Not Applicable	Not Applicable	0.0%
	"Tuscaloosa County, AL"	"01125"	"Mar., 2009"	"2009/03"	14	Not Applicable	Not Applicable	0.0%
	"Tuscaloosa County, AL"	"01125"	"Apr., 2009"	"2009/04"	11	Not Applicable	Not Applicable	0.0%
	"Tuscaloosa County, AL"	"01125"	"May, 2009"	"2009/05"	17	Not Applicable	Not Applicable	0.0%
	"Tuscaloosa County, AL"	"01125"	"Jun., 2009"	"2009/06"	20	Not Applicable	Not Applicable	0.0%
	"Tuscaloosa County, AL"	"01125"	"Jul., 2009"	"2009/07"	11	Not Applicable	Not Applicable	0.0%
	"Tuscaloosa County, AL"	"01125"	"Sep., 2009"	"2009/09"	12	Not Applicable	Not Applicable	0.0%
	"Tuscaloosa County, AL"	"01125"	"Oct., 2009"	"2009/10"	14	Not Applicable	Not Applicable	0.0%
	"Tuscaloosa County, AL"	"01125"	"Dec., 2009"	"2009/12"	18	Not Applicable	Not Applicable	0.0%
	"Walker County, AL"	"01127"	"Jan., 2009"	"2009/01"	12	Not Applicable	Not Applicable	0.0%
	"Walker County, AL"	"01127"	"Mar., 2009"	"2009/03"	10	Not Applicable	Not Applicable	0.0%
	"Walker County, AL"	"01127"	"Jul., 2009"	"2009/07"	12	Not Applicable	Not Applicable	0.0%
	"Anchorage Borough, AK"	"02020"	"Jan., 2009"	"2009/01"	11	Not Applicable	Not Applicable	0.0%
	"Anchorage Borough, AK"	"02020"	"Feb., 2009"	"2009/02"	10	Not Applicable	Not Applicable	0.0%
	"Anchorage Borough, AK"	"02020"	"Mar., 2009"	"2009/03"	15	Not Applicable	Not Applicable	0.0%
	"Anchorage Borough, AK"	"02020"	"May, 2009"	"2009/05"	11	Not Applicable	Not Applicable	0.0%
	"Anchorage Borough, AK"	"02020"	"Dec., 2009"	"2009/12"	12	Not Applicable	Not Applicable	0.0%
	"Apache County, AZ"	"04001"	"Oct., 2009"	"2009/10"	13	Not Applicable	Not Applicable	0.0%
	"Cochise County, AZ"	"04003"	"Apr., 2009"	"2009/04"	12	Not Applicable	Not Applicable	0.0%
	"Cochise County, AZ"	"04003"	"May, 2009"	"2009/05"	10	Not Applicable	Not Applicable	0.0%
	"Cochise County, AZ"	"04003"	"Oct., 2009"	"2009/10"	21	Not Applicable	Not Applicable	0.0%
	"Cochise County, AZ"	"04003"	"Nov., 2009"	"2009/11"	11	Not Applicable	Not Applicable	0.0%
	"Coconino County, AZ"	"04005"	"Oct., 2009"	"2009/10"	10	Not Applicable	Not Applicable	0.0%
	"Gila County, AZ"	"04007"	"Feb., 2009"	"2009/02"	16	Not Applicable	Not Applicable	0.0%
	"Gila County, AZ"	"04007"	"Mar., 2009"	"2009/03"	11	Not Applicable	Not Applicable	0.0%
	"Gila County, AZ"	"04007"	"May, 2009"	"2009/05"	10	Not Applicable	Not Applicable	0.0%
	"Gila County, AZ"	"04007"	"Jun., 2009"	"2009/06"	12	Not Applicable	Not Applicable	0.0%
	"Gila County, AZ"	"04007"	"Oct., 2009"	"2009/10"	10	Not Applicable	Not Applicable	0.0%
	"Maricopa County, AZ"	"04013"	"Jan., 2009"	"2009/01"	240	Not Applicable	Not Applicable	0.1%
	"Maricopa County, AZ"	"04013"	"Feb., 2009"	"2009/02"	226	Not Applicable	Not Applicable	0.1%
	"Maricopa County, AZ"	"04013"	"Mar., 2009"	"2009/03"	231	Not Applicable	Not Applicable	0.1%
	"Maricopa County, AZ"	"04013"	"Apr., 2009"	"2009/04"	239	Not Applicable	Not Applicable	0.1%
	"Maricopa County, AZ"	"04013"	"May, 2009"	"2009/05"	199	Not Applicable	Not Applicable	0.1%
	"Maricopa County, AZ"	"04013"	"Jun., 2009"	"2009/06"	162	Not Applicable	Not Applicable	0.1%
	"Maricopa County, AZ"	"04013"	"Jul., 2009"	"2009/07"	179	Not Applicable	Not Applicable	0.1%
	"Maricopa County, AZ"	"04013"	"Aug., 2009"	"2009/08"	171	Not Applicable	Not Applicable	0.1%
	"Maricopa County, AZ"	"04013"	"Sep., 2009"	"2009/09"	166	Not Applicable	Not Applicable	0.1%
	"Maricopa County, AZ"	"04013"	"Oct., 2009"	"2009/10"	210	Not Applicable	Not Applicable	0.1%
	"Maricopa County, AZ"	"04013"	"Nov., 2009"	"2009/11"	200	Not Applicable	Not Applicable	0.1%
	"Maricopa County, AZ"	"04013"	"Dec., 2009"	"2009/12"	221	Not Applicable	Not Applicable	0.1%
	"Mohave County, AZ"	"04015"	"Jan., 2009"	"2009/01"	27	Not Applicable	Not Applicable	0.0%
	"Mohave County, AZ"	"04015"	"Feb., 2009"	"2009/02"	22	Not Applicable	Not Applicable	0.0%
	"Mohave County, AZ"	"04015"	"Mar., 2009"	"2009/03"	29	Not Applicable	Not Applicable	0.0%
	"Mohave County, AZ"	"04015"	"Apr., 2009"	"2009/04"	23	Not Applicable	Not Applicable	0.0%
	"Mohave County, AZ"	"04015"	"May, 2009"	"2009/05"	25	Not Applicable	Not Applicable	0.0%
	"Mohave County, AZ"	"04015"	"Jun., 2009"	"2009/06"	16	Not Applicable	Not Applicable	0.0%
	"Mohave County, AZ"	"04015"	"Jul., 2009"	"2009/07"	32	Not Applicable	Not Applicable	0.0%
	"Mohave County, AZ"	"04015"	"Aug., 2009"	"2009/08"	20	Not Applicable	Not Applicable	0.0%
	"Mohave County, AZ"	"04015"	"Sep., 2009"	"2009/09"	24	Not Applicable	Not Applicable	0.0%
	"Mohave County, AZ"	"04015"	"Oct., 2009"	"2009/10"	31	Not Applicable	Not Applicable	0.0%
	"Mohave County, AZ"	"04015"	"Nov., 2009"	"2009/11"	19	Not Applicable	Not Applicable	0.0%
	"Mohave County, AZ"	"04015"	"Dec., 2009"	"2009/12"	24	Not Applicable	Not Applicable	0.0%
	"Navajo County, AZ"	"04017"	"Sep., 2009"	"2009/09"	11	Not Applicable	Not Applicable	0.0%
	"Navajo County, AZ"	"04017"	"Oct., 2009"	"2009/10"	12	Not Applicable	Not Applicable	0.0%
	"Navajo County, AZ"	"04017"	"Nov., 2009"	"2009/11"	11	Not Applicable	Not Applicable	0.0%
	"Navajo County, AZ"	"04017"	"Dec., 2009"	"2009/12"	11	Not Applicable	Not Applicable	0.0%
	"Pima County, AZ"	"04019"	"Jan., 2009"	"2009/01"	77	Not Applicable	Not Applicable	0.0%
	"Pima County, AZ"	"04019"	"Feb., 2009"	"2009/02"	81	Not Applicable	Not Applicable	0.0%
	"Pima County, AZ"	"04019"	"Mar., 2009"	"2009/03"	94	Not Applicable	Not Applicable	0.0%
	"Pima County, AZ"	"04019"	"Apr., 2009"	"2009/04"	68	Not Applicable	Not Applicable	0.0%
	"Pima County, AZ"	"04019"	"May, 2009"	"2009/05"	73	Not Applicable	Not Applicable	0.0%
	"Pima County, AZ"	"04019"	"Jun., 2009"	"2009/06"	62	Not Applicable	Not Applicable	0.0%
	"Pima County, AZ"	"04019"	"Jul., 2009"	"2009/07"	56	Not Applicable	Not Applicable	0.0%
	"Pima County, AZ"	"04019"	"Aug., 2009"	"2009/08"	63	Not Applicable	Not Applicable	0.0%
	"Pima County, AZ"	"04019"	"Sep., 2009"	"2009/09"	68	Not Applicable	Not Applicable	0.0%
	"Pima County, AZ"	"04019"	"Oct., 2009"	"2009/10"	65	Not Applicable	Not Applicable	0.0%
	"Pima County, AZ"	"04019"	"Nov., 2009"	"2009/11"	59	Not Applicable	Not Applicable	0.0%
	"Pima County, AZ"	"04019"	"Dec., 2009"	"2009/12"	64	Not Applicable	Not Applicable	0.0%
	"Pinal County, AZ"	"04021"	"Jan., 2009"	"2009/01"	27	Not Applicable	Not Applicable	0.0%
	"Pinal County, AZ"	"04021"	"Feb., 2009"	"2009/02"	22	Not Applicable	Not Applicable	0.0%
	"Pinal County, AZ"	"04021"	"Mar., 2009"	"2009/03"	25	Not Applicable	Not Applicable	0.0%
	"Pinal County, AZ"	"04021"	"Apr., 2009"	"2009/04"	21	Not Applicable	Not Applicable	0.0%
	"Pinal County, AZ"	"04021"	"May, 2009"	"2009/05"	18	Not Applicable	Not Applicable	0.0%
	"Pinal County, AZ"	"04021"	"Jun., 2009"	"2009/06"	19	Not Applicable	Not Applicable	0.0%
	"Pinal County, AZ"	"04021"	"Jul., 2009"	"2009/07"	14	Not Applicable	Not Applicable	0.0%
	"Pinal County, AZ"	"04021"	"Aug., 2009"	"2009/08"	14	Not Applicable	Not Applicable	0.0%
	"Pinal County, AZ"	"04021"	"Sep., 2009"	"2009/09"	15	Not Applicable	Not Applicable	0.0%
	"Pinal County, AZ"	"04021"	"Oct., 2009"	"2009/10"	27	Not Applicable	Not Applicable	0.0%
	"Pinal County, AZ"	"04021"	"Nov., 2009"	"2009/11"	17	Not Applicable	Not Applicable	0.0%
	"Pinal County, AZ"	"04021"	"Dec., 2009"	"2009/12"	18	Not Applicable	Not Applicable	0.0%
	"Yavapai County, AZ"	"04025"	"Jan., 2009"	"2009/01"	17	Not Applicable	Not Applicable	0.0%
	"Yavapai County, AZ"	"04025"	"Feb., 2009"	"2009/02"	22	Not Applicable	Not Applicable	0.0%
	"Yavapai County, AZ"	"04025"	"Mar., 2009"	"2009/03"	30	Not Applicable	Not Applicable	0.0%
	"Yavapai County, AZ"	"04025"	"Apr., 2009"	"2009/04"	27	Not Applicable	Not Applicable	0.0%
	"Yavapai County, AZ"	"04025"	"May, 2009"	"2009/05"	23	Not Applicable	Not Applicable	0.0%
	"Yavapai County, AZ"	"04025"	"Jun., 2009"	"2009/06"	14	Not Applicable	Not Applicable	0.0%
	"Yavapai County, AZ"	"04025"	"Jul., 2009"	"2009/07"	20	Not Applicable	Not Applicable	0.0%
	"Yavapai County, AZ"	"04025"	"Aug., 2009"	"2009/08"	24	Not Applicable	Not Applicable	0.0%
	"Yavapai County, AZ"	"04025"	"Sep., 2009"	"2009/09"	20	Not Applicable	Not Applicable	0.0%
	"Yavapai County, AZ"	"04025"	"Oct., 2009"	"2009/10"	22	Not Applicable	Not Applicable	0.0%
	"Yavapai County, AZ"	"04025"	"Nov., 2009"	"2009/11"	22	Not Applicable	Not Applicable	0.0%
	"Yavapai County, AZ"	"04025"	"Dec., 2009"	"2009/12"	17	Not Applicable	Not Applicable	0.0%
	"Yuma County, AZ"	"04027"	"Jan., 2009"	"2009/01"	14	Not Applicable	Not Applicable	0.0%
	"Yuma County, AZ"	"04027"	"Feb., 2009"	"2009/02"	10	Not Applicable	Not Applicable	0.0%
	"Yuma County, AZ"	"04027"	"Mar., 2009"	"2009/03"	18	Not Applicable	Not Applicable	0.0%
	"Yuma County, AZ"	"04027"	"Apr., 2009"	"2009/04"	13	Not Applicable	Not Applicable	0.0%
	"Yuma County, AZ"	"04027"	"May, 2009"	"2009/05"	16	Not Applicable	Not Applicable	0.0%
	"Yuma County, AZ"	"04027"	"Jun., 2009"	"2009/06"	14	Not Applicable	Not Applicable	0.0%
	"Yuma County, AZ"	"04027"	"Jul., 2009"	"2009/07"	14	Not Applicable	Not Applicable	0.0%
	"Yuma County, AZ"	"04027"	"Aug., 2009"	"2009/08"	13	Not Applicable	Not Applicable	0.0%
	"Yuma County, AZ"	"04027"	"Sep., 2009"	"2009/09"	12	Not Applicable	Not Applicable	0.0%
	"Yuma County, AZ"	"04027"	"Oct., 2009"	"2009/10"	14	Not Applicable	Not Applicable	0.0%
	"Yuma County, AZ"	"04027"	"Nov., 2009"	"2009/11"	14	Not Applicable	Not Applicable	0.0%
	"Yuma County, AZ"	"04027"	"Dec., 2009"	"2009/12"	14	Not Applicable	Not Applicable	0.0%
	"Baxter County, AR"	"05005"	"May, 2009"	"2009/05"	15	Not Applicable	Not Applicable	0.0%
	"Benton County, AR"	"05007"	"Jan., 2009"	"2009/01"	16	Not Applicable	Not Applicable	0.0%
	"Benton County, AR"	"05007"	"Feb., 2009"	"2009/02"	10	Not Applicable	Not Applicable	0.0%
	"Benton County, AR"	"05007"	"Apr., 2009"	"2009/04"	19	Not Applicable	Not Applicable	0.0%
	"Benton County, AR"	"05007"	"May, 2009"	"2009/05"	13	Not Applicable	Not Applicable	0.0%
	"Benton County, AR"	"05007"	"Jun., 2009"	"2009/06"	20	Not Applicable	Not Applicable	0.0%
	"Benton County, AR"	"05007"	"Jul., 2009"	"2009/07"	12	Not Applicable	Not Applicable	0.0%
	"Benton County, AR"	"05007"	"Aug., 2009"	"2009/08"	13	Not Applicable	Not Applicable	0.0%
	"Benton County, AR"	"05007"	"Sep., 2009"	"2009/09"	12	Not Applicable	Not Applicable	0.0%
	"Benton County, AR"	"05007"	"Oct., 2009"	"2009/10"	10	Not Applicable	Not Applicable	0.0%
	"Benton County, AR"	"05007"	"Dec., 2009"	"2009/12"	15	Not Applicable	Not Applicable	0.0%
	"Craighead County, AR"	"05031"	"Jan., 2009"	"2009/01"	10	Not Applicable	Not Applicable	0.0%
	"Craighead County, AR"	"05031"	"Aug., 2009"	"2009/08"	11	Not Applicable	Not Applicable	0.0%
	"Craighead County, AR"	"05031"	"Oct., 2009"	"2009/10"	10	Not Applicable	Not Applicable	0.0%
	"Crawford County, AR"	"05033"	"Nov., 2009"	"2009/11"	10	Not Applicable	Not Applicable	0.0%
	"Faulkner County, AR"	"05045"	"Mar., 2009"	"2009/03"	12	Not Applicable	Not Applicable	0.0%
	"Faulkner County, AR"	"05045"	"Apr., 2009"	"2009/04"	10	Not Applicable	Not Applicable	0.0%
	"Faulkner County, AR"	"05045"	"May, 2009"	"2009/05"	12	Not Applicable	Not Applicable	0.0%
	"Faulkner County, AR"	"05045"	"Jul., 2009"	"2009/07"	10	Not Applicable	Not Applicable	0.0%
	"Faulkner County, AR"	"05045"	"Nov., 2009"	"2009/11"	11	Not Applicable	Not Applicable	0.0%
	"Garland County, AR"	"05051"	"Jan., 2009"	"2009/01"	17	Not Applicable	Not Applicable	0.0%
