"Notes"	"County"	"County Code"	"Year"	"Year Code"	"Ten-Year Age Groups"	"Ten-Year Age Groups Code"	Deaths	Population	Crude Rate
	"Fairfield County, CT"	"09001"	"2009"	"2009"	"85+ years"	"85+"	2465	19934	12365.8
	"Fairfield County, CT"	"09001"	"2010"	"2010"	"< 1 year"	"1"	52	10548	493.0
	"Fairfield County, CT"	"09001"	"2010"	"2010"	"5-14 years"	"5-14"	10	129513	Unreliable
	"Fairfield County, CT"	"09001"	"2010"	"2010"	"15-24 years"	"15-24"	61	112708	54.1
	"Fairfield County, CT"	"09001"	"2010"	"2010"	"25-34 years"	"25-34"	74	106063	69.8
	"Fairfield County, CT"	"09001"	"2010"	"2010"	"35-44 years"	"35-44"	141	131246	107.4
	"Fairfield County, CT"	"09001"	"2010"	"2010"	"45-54 years"	"45-54"	359	149286	240.5
	"Fairfield County, CT"	"09001"	"2010"	"2010"	"55-64 years"	"55-64"	629	107039	587.6
	"Fairfield County, CT"	"09001"	"2010"	"2010"	"65-74 years"	"65-74"	839	62341	1345.8
	"Fairfield County, CT"	"09001"	"2010"	"2010"	"75-84 years"	"75-84"	1695	41272	4106.9
	"Fairfield County, CT"	"09001"	"2010"	"2010"	"85+ years"	"85+"	2573	20462	12574.5
	"Fairfield County, CT"	"09001"	"2011"	"2011"	"< 1 year"	"1"	41	10457	392.1
	"Fairfield County, CT"	"09001"	"2011"	"2011"	"5-14 years"	"5-14"	22	129312	17.0
	"Fairfield County, CT"	"09001"	"2011"	"2011"	"15-24 years"	"15-24"	55	114687	48.0
	"Fairfield County, CT"	"09001"	"2011"	"2011"	"25-34 years"	"25-34"	70	108061	64.8
	"Fairfield County, CT"	"09001"	"2011"	"2011"	"35-44 years"	"35-44"	137	128695	106.5
	"Fairfield County, CT"	"09001"	"2011"	"2011"	"45-54 years"	"45-54"	354	150344	235.5
	"Fairfield County, CT"	"09001"	"2011"	"2011"	"55-64 years"	"55-64"	581	112167	518.0
	"Fairfield County, CT"	"09001"	"2011"	"2011"	"65-74 years"	"65-74"	866	64415	1344.4
	"Fairfield County, CT"	"09001"	"2011"	"2011"	"75-84 years"	"75-84"	1666	41115	4052.0
	"Fairfield County, CT"	"09001"	"2011"	"2011"	"85+ years"	"85+"	2690	21135	12727.7
	"Fairfield County, CT"	"09001"	"2012"	"2012"	"< 1 year"	"1"	40	10312	387.9
	"Fairfield County, CT"	"09001"	"2012"	"2012"	"5-14 years"	"5-14"	32	129493	24.7
	"Fairfield County, CT"	"09001"	"2012"	"2012"	"15-24 years"	"15-24"	64	117520	54.5
	"Fairfield County, CT"	"09001"	"2012"	"2012"	"25-34 years"	"25-34"	77	109604	70.3
	"Fairfield County, CT"	"09001"	"2012"	"2012"	"35-44 years"	"35-44"	147	126648	116.1
	"Fairfield County, CT"	"09001"	"2012"	"2012"	"45-54 years"	"45-54"	399	150616	264.9
	"Fairfield County, CT"	"09001"	"2012"	"2012"	"55-64 years"	"55-64"	618	114469	539.9
	"Fairfield County, CT"	"09001"	"2012"	"2012"	"65-74 years"	"65-74"	865	68500	1262.8
	"Fairfield County, CT"	"09001"	"2012"	"2012"	"75-84 years"	"75-84"	1598	40485	3947.1
	"Fairfield County, CT"	"09001"	"2012"	"2012"	"85+ years"	"85+"	2765	21641	12776.7
	"Fairfield County, CT"	"09001"	"2013"	"2013"	"< 1 year"	"1"	42	10415	403.3
	"Fairfield County, CT"	"09001"	"2013"	"2013"	"5-14 years"	"5-14"	18	128856	Unreliable
	"Fairfield County, CT"	"09001"	"2013"	"2013"	"15-24 years"	"15-24"	77	121306	63.5
	"Fairfield County, CT"	"09001"	"2013"	"2013"	"25-34 years"	"25-34"	91	109582	83.0
	"Fairfield County, CT"	"09001"	"2013"	"2013"	"35-44 years"	"35-44"	103	124383	82.8
	"Fairfield County, CT"	"09001"	"2013"	"2013"	"45-54 years"	"45-54"	365	149775	243.7
	"Fairfield County, CT"	"09001"	"2013"	"2013"	"55-64 years"	"55-64"	632	117753	536.7
	"Fairfield County, CT"	"09001"	"2013"	"2013"	"65-74 years"	"65-74"	963	71317	1350.3
	"Fairfield County, CT"	"09001"	"2013"	"2013"	"75-84 years"	"75-84"	1542	40089	3846.4
	"Fairfield County, CT"	"09001"	"2013"	"2013"	"85+ years"	"85+"	2792	22278	12532.5
	"Fairfield County, CT"	"09001"	"2014"	"2014"	"< 1 year"	"1"	39	10197	382.5
	"Fairfield County, CT"	"09001"	"2014"	"2014"	"15-24 years"	"15-24"	54	124708	43.3
	"Fairfield County, CT"	"09001"	"2014"	"2014"	"25-34 years"	"25-34"	77	110190	69.9
	"Fairfield County, CT"	"09001"	"2014"	"2014"	"35-44 years"	"35-44"	127	122669	103.5
	"Fairfield County, CT"	"09001"	"2014"	"2014"	"45-54 years"	"45-54"	369	148735	248.1
	"Fairfield County, CT"	"09001"	"2014"	"2014"	"55-64 years"	"55-64"	648	121552	533.1
	"Fairfield County, CT"	"09001"	"2014"	"2014"	"65-74 years"	"65-74"	903	73151	1234.4
	"Fairfield County, CT"	"09001"	"2014"	"2014"	"75-84 years"	"75-84"	1596	40191	3971.0
	"Fairfield County, CT"	"09001"	"2014"	"2014"	"85+ years"	"85+"	2882	22450	12837.4
	"Fairfield County, CT"	"09001"	"2015"	"2015"	"< 1 year"	"1"	48	10191	471.0
	"Fairfield County, CT"	"09001"	"2015"	"2015"	"15-24 years"	"15-24"	64	127208	50.3
	"Fairfield County, CT"	"09001"	"2015"	"2015"	"25-34 years"	"25-34"	89	109458	81.3
	"Fairfield County, CT"	"09001"	"2015"	"2015"	"35-44 years"	"35-44"	120	120814	99.3
	"Fairfield County, CT"	"09001"	"2015"	"2015"	"45-54 years"	"45-54"	337	147535	228.4
	"Fairfield County, CT"	"09001"	"2015"	"2015"	"55-64 years"	"55-64"	639	125541	509.0
	"Fairfield County, CT"	"09001"	"2015"	"2015"	"65-74 years"	"65-74"	952	74727	1274.0
	"Fairfield County, CT"	"09001"	"2015"	"2015"	"75-84 years"	"75-84"	1589	40200	3952.7
	"Fairfield County, CT"	"09001"	"2015"	"2015"	"85+ years"	"85+"	2925	22872	12788.6
	"Fairfield County, CT"	"09001"	"2016"	"2016"	"< 1 year"	"1"	38	10177	373.4
	"Fairfield County, CT"	"09001"	"2016"	"2016"	"15-24 years"	"15-24"	57	127937	44.6
	"Fairfield County, CT"	"09001"	"2016"	"2016"	"25-34 years"	"25-34"	138	108111	127.6
	"Fairfield County, CT"	"09001"	"2016"	"2016"	"35-44 years"	"35-44"	148	118653	124.7
	"Fairfield County, CT"	"09001"	"2016"	"2016"	"45-54 years"	"45-54"	341	144473	236.0
	"Fairfield County, CT"	"09001"	"2016"	"2016"	"55-64 years"	"55-64"	688	128335	536.1
	"Fairfield County, CT"	"09001"	"2016"	"2016"	"65-74 years"	"65-74"	1001	76471	1309.0
	"Fairfield County, CT"	"09001"	"2016"	"2016"	"75-84 years"	"75-84"	1555	40468	3842.5
	"Fairfield County, CT"	"09001"	"2016"	"2016"	"85+ years"	"85+"	2917	22966	12701.4
	"Fairfield County, CT"	"09001"	"2017"	"2017"	"< 1 year"	"1"	41	9980	410.8
	"Fairfield County, CT"	"09001"	"2017"	"2017"	"5-14 years"	"5-14"	12	122607	Unreliable
	"Fairfield County, CT"	"09001"	"2017"	"2017"	"15-24 years"	"15-24"	67	127957	52.4
	"Fairfield County, CT"	"09001"	"2017"	"2017"	"25-34 years"	"25-34"	111	108467	102.3
	"Fairfield County, CT"	"09001"	"2017"	"2017"	"35-44 years"	"35-44"	157	118041	133.0
	"Fairfield County, CT"	"09001"	"2017"	"2017"	"45-54 years"	"45-54"	319	142379	224.0
	"Fairfield County, CT"	"09001"	"2017"	"2017"	"55-64 years"	"55-64"	661	131291	503.5
	"Fairfield County, CT"	"09001"	"2017"	"2017"	"65-74 years"	"65-74"	981	80693	1215.7
	"Fairfield County, CT"	"09001"	"2017"	"2017"	"75-84 years"	"75-84"	1530	42707	3582.6
	"Fairfield County, CT"	"09001"	"2017"	"2017"	"85+ years"	"85+"	3088	23810	12969.3
	"Hartford County, CT"	"09003"	"1999"	"1999"	"< 1 year"	"1"	79	10367	762.0
	"Hartford County, CT"	"09003"	"1999"	"1999"	"1-4 years"	"1-4"	10	44344	Unreliable
	"Hartford County, CT"	"09003"	"1999"	"1999"	"5-14 years"	"5-14"	16	120852	Unreliable
	"Hartford County, CT"	"09003"	"1999"	"1999"	"15-24 years"	"15-24"	68	99853	68.1
	"Hartford County, CT"	"09003"	"1999"	"1999"	"25-34 years"	"25-34"	121	115483	104.8
	"Hartford County, CT"	"09003"	"1999"	"1999"	"35-44 years"	"35-44"	255	142280	179.2
	"Hartford County, CT"	"09003"	"1999"	"1999"	"45-54 years"	"45-54"	458	117657	389.3
	"Hartford County, CT"	"09003"	"1999"	"1999"	"55-64 years"	"55-64"	708	76601	924.3
	"Hartford County, CT"	"09003"	"1999"	"1999"	"65-74 years"	"65-74"	1406	61627	2281.5
	"Hartford County, CT"	"09003"	"1999"	"1999"	"75-84 years"	"75-84"	2559	46889	5457.6
	"Hartford County, CT"	"09003"	"1999"	"1999"	"85+ years"	"85+"	2513	17086	14707.9
	"Hartford County, CT"	"09003"	"2000"	"2000"	"< 1 year"	"1"	94	10349	908.3
	"Hartford County, CT"	"09003"	"2000"	"2000"	"5-14 years"	"5-14"	17	121982	Unreliable
	"Hartford County, CT"	"09003"	"2000"	"2000"	"15-24 years"	"15-24"	69	101022	68.3
	"Hartford County, CT"	"09003"	"2000"	"2000"	"25-34 years"	"25-34"	125	112598	111.0
	"Hartford County, CT"	"09003"	"2000"	"2000"	"35-44 years"	"35-44"	277	142507	194.4
	"Hartford County, CT"	"09003"	"2000"	"2000"	"45-54 years"	"45-54"	460	120642	381.3
	"Hartford County, CT"	"09003"	"2000"	"2000"	"55-64 years"	"55-64"	703	78021	901.0
	"Hartford County, CT"	"09003"	"2000"	"2000"	"65-74 years"	"65-74"	1298	60976	2128.7
	"Hartford County, CT"	"09003"	"2000"	"2000"	"75-84 years"	"75-84"	2440	47197	5169.8
	"Hartford County, CT"	"09003"	"2000"	"2000"	"85+ years"	"85+"	2483	17455	14225.2
	"Hartford County, CT"	"09003"	"2001"	"2001"	"< 1 year"	"1"	72	10550	682.5
	"Hartford County, CT"	"09003"	"2001"	"2001"	"1-4 years"	"1-4"	11	43512	Unreliable
	"Hartford County, CT"	"09003"	"2001"	"2001"	"5-14 years"	"5-14"	17	122598	Unreliable
	"Hartford County, CT"	"09003"	"2001"	"2001"	"15-24 years"	"15-24"	65	103590	62.7
	"Hartford County, CT"	"09003"	"2001"	"2001"	"25-34 years"	"25-34"	113	109146	103.5
	"Hartford County, CT"	"09003"	"2001"	"2001"	"35-44 years"	"35-44"	298	142003	209.9
	"Hartford County, CT"	"09003"	"2001"	"2001"	"45-54 years"	"45-54"	482	125443	384.2
	"Hartford County, CT"	"09003"	"2001"	"2001"	"55-64 years"	"55-64"	645	80529	801.0
	"Hartford County, CT"	"09003"	"2001"	"2001"	"65-74 years"	"65-74"	1275	59882	2129.2
	"Hartford County, CT"	"09003"	"2001"	"2001"	"75-84 years"	"75-84"	2489	47541	5235.5
	"Hartford County, CT"	"09003"	"2001"	"2001"	"85+ years"	"85+"	2516	17779	14151.5
	"Hartford County, CT"	"09003"	"2002"	"2002"	"< 1 year"	"1"	73	10410	701.2
	"Hartford County, CT"	"09003"	"2002"	"2002"	"5-14 years"	"5-14"	11	122714	Unreliable
	"Hartford County, CT"	"09003"	"2002"	"2002"	"15-24 years"	"15-24"	76	105679	71.9
	"Hartford County, CT"	"09003"	"2002"	"2002"	"25-34 years"	"25-34"	98	108048	90.7
	"Hartford County, CT"	"09003"	"2002"	"2002"	"35-44 years"	"35-44"	285	139882	203.7
	"Hartford County, CT"	"09003"	"2002"	"2002"	"45-54 years"	"45-54"	453	126708	357.5
	"Hartford County, CT"	"09003"	"2002"	"2002"	"55-64 years"	"55-64"	660	85600	771.0
	"Hartford County, CT"	"09003"	"2002"	"2002"	"65-74 years"	"65-74"	1162	59158	1964.2
	"Hartford County, CT"	"09003"	"2002"	"2002"	"75-84 years"	"75-84"	2315	47631	4860.3
	"Hartford County, CT"	"09003"	"2002"	"2002"	"85+ years"	"85+"	2600	18346	14172.0
	"Hartford County, CT"	"09003"	"2003"	"2003"	"< 1 year"	"1"	55	10312	533.4
	"Hartford County, CT"	"09003"	"2003"	"2003"	"5-14 years"	"5-14"	10	122099	Unreliable
	"Hartford County, CT"	"09003"	"2003"	"2003"	"15-24 years"	"15-24"	86	108417	79.3
	"Hartford County, CT"	"09003"	"2003"	"2003"	"25-34 years"	"25-34"	95	107274	88.6
	"Hartford County, CT"	"09003"	"2003"	"2003"	"35-44 years"	"35-44"	290	137855	210.4
	"Hartford County, CT"	"09003"	"2003"	"2003"	"45-54 years"	"45-54"	481	128831	373.4
	"Hartford County, CT"	"09003"	"2003"	"2003"	"55-64 years"	"55-64"	751	89496	839.1
	"Hartford County, CT"	"09003"	"2003"	"2003"	"65-74 years"	"65-74"	1164	58837	1978.3
	"Hartford County, CT"	"09003"	"2003"	"2003"	"75-84 years"	"75-84"	2306	47845	4819.7
	"Hartford County, CT"	"09003"	"2003"	"2003"	"85+ years"	"85+"	2714	19091	14216.1
	"Hartford County, CT"	"09003"	"2004"	"2004"	"< 1 year"	"1"	72	10382	693.5
	"Hartford County, CT"	"09003"	"2004"	"2004"	"5-14 years"	"5-14"	15	121008	Unreliable
	"Hartford County, CT"	"09003"	"2004"	"2004"	"15-24 years"	"15-24"	61	110319	55.3
	"Hartford County, CT"	"09003"	"2004"	"2004"	"25-34 years"	"25-34"	87	105437	82.5
	"Hartford County, CT"	"09003"	"2004"	"2004"	"35-44 years"	"35-44"	241	135530	177.8
	"Hartford County, CT"	"09003"	"2004"	"2004"	"45-54 years"	"45-54"	472	131029	360.2
	"Hartford County, CT"	"09003"	"2004"	"2004"	"55-64 years"	"55-64"	711	92814	766.0
	"Hartford County, CT"	"09003"	"2004"	"2004"	"65-74 years"	"65-74"	1076	58243	1847.4
	"Hartford County, CT"	"09003"	"2004"	"2004"	"75-84 years"	"75-84"	2339	47755	4897.9
	"Hartford County, CT"	"09003"	"2004"	"2004"	"85+ years"	"85+"	2718	19327	14063.2
	"Hartford County, CT"	"09003"	"2005"	"2005"	"< 1 year"	"1"	75	10069	744.9
	"Hartford County, CT"	"09003"	"2005"	"2005"	"1-4 years"	"1-4"	11	42520	Unreliable
	"Hartford County, CT"	"09003"	"2005"	"2005"	"5-14 years"	"5-14"	14	118872	Unreliable
	"Hartford County, CT"	"09003"	"2005"	"2005"	"15-24 years"	"15-24"	73	113341	64.4
	"Hartford County, CT"	"09003"	"2005"	"2005"	"25-34 years"	"25-34"	86	104546	82.3
	"Hartford County, CT"	"09003"	"2005"	"2005"	"35-44 years"	"35-44"	255	133472	191.1
	"Hartford County, CT"	"09003"	"2005"	"2005"	"45-54 years"	"45-54"	467	133800	349.0
	"Hartford County, CT"	"09003"	"2005"	"2005"	"55-64 years"	"55-64"	769	96135	799.9
	"Hartford County, CT"	"09003"	"2005"	"2005"	"65-74 years"	"65-74"	1057	57869	1826.5
	"Hartford County, CT"	"09003"	"2005"	"2005"	"75-84 years"	"75-84"	2296	47505	4833.2
	"Hartford County, CT"	"09003"	"2005"	"2005"	"85+ years"	"85+"	2900	19952	14534.9
	"Hartford County, CT"	"09003"	"2006"	"2006"	"< 1 year"	"1"	75	9923	755.8
	"Hartford County, CT"	"09003"	"2006"	"2006"	"5-14 years"	"5-14"	14	117841	Unreliable
	"Hartford County, CT"	"09003"	"2006"	"2006"	"15-24 years"	"15-24"	87	115237	75.5
	"Hartford County, CT"	"09003"	"2006"	"2006"	"25-34 years"	"25-34"	101	103868	97.2
	"Hartford County, CT"	"09003"	"2006"	"2006"	"35-44 years"	"35-44"	204	131207	155.5
	"Hartford County, CT"	"09003"	"2006"	"2006"	"45-54 years"	"45-54"	433	136660	316.8
	"Hartford County, CT"	"09003"	"2006"	"2006"	"55-64 years"	"55-64"	739	99590	742.0
	"Hartford County, CT"	"09003"	"2006"	"2006"	"65-74 years"	"65-74"	1061	57583	1842.6
